                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.84381,                0.52905,                 1.1091,                0.88423,                0.74451,                 0.8392,                0.54125,                 1.2332,                0.66892,                 1.2923,               0.000218,               0.000218,               0.000218
                    155,                0.84637,                0.52663,                 1.1083,                0.88667,                0.73054,                 0.8383,                0.54209,                 1.2274,                0.66958,                 1.2858,             0.00020635,             0.00020635,             0.00020635
                    156,                0.85242,                0.53015,                 1.1062,                0.91009,                0.71856,                 0.8397,                0.54265,                 1.2213,                0.67114,                 1.2866,             0.00019471,             0.00019471,             0.00019471
                    157,                0.84363,                 0.5183,                 1.0983,                0.86746,                0.75116,                0.84212,                0.54222,                 1.2325,                0.66959,                  1.291,             0.00018306,             0.00018306,             0.00018306
                    158,                0.84757,                 0.5209,                 1.0989,                0.86731,                0.75749,                0.84001,                0.54019,                 1.2353,                 0.6692,                 1.2938,             0.00017141,             0.00017141,             0.00017141
                    159,                0.83885,                0.52302,                 1.1037,                0.89979,                0.72584,                0.83682,                 0.5403,                 1.2284,                0.67141,                 1.2853,             0.00015976,             0.00015976,             0.00015976
                    160,                0.79365,                0.46077,                 1.0676,                  0.861,                  0.748,                0.83762,                0.53829,                 1.2366,                0.68295,                 1.2923,             0.00014812,             0.00014812,             0.00014812
                    161,                0.76837,                0.44259,                 1.0572,                0.85212,                 0.7525,                 0.8332,                0.53663,                 1.2441,                0.68179,                 1.3025,             0.00013647,             0.00013647,             0.00013647
                    162,                0.76402,                0.43576,                 1.0517,                0.87183,                0.73997,                0.83867,                0.53504,                 1.2416,                0.67911,                 1.3006,             0.00012482,             0.00012482,             0.00012482
                    163,                0.76451,                0.43532,                 1.0519,                0.86866,                0.74651,                0.83755,                0.53987,                 1.2417,                0.68165,                  1.297,             0.00011318,             0.00011318,             0.00011318
                    164,                0.76496,                0.43991,                 1.0567,                0.87177,                0.74635,                0.83617,                0.54362,                 1.2288,                0.68117,                 1.2879,             0.00010153,             0.00010153,             0.00010153
                    165,                0.76207,                0.43719,                 1.0472,                0.86987,                0.74716,                0.84145,                0.54298,                 1.2321,                0.67866,                 1.2901,             8.9882e-05,             8.9882e-05,             8.9882e-05
                    166,                0.76168,                0.43429,                  1.046,                0.87828,                0.74351,                0.83999,                0.54064,                 1.2299,                0.68055,                 1.2877,             7.8235e-05,             7.8235e-05,             7.8235e-05
                    167,                 0.7542,                0.43425,                 1.0466,                0.88245,                0.73653,                 0.8367,                 0.5426,                 1.2311,                0.67824,                 1.2888,             6.6588e-05,             6.6588e-05,             6.6588e-05
                    168,                0.75659,                0.43296,                 1.0536,                0.88376,                0.73603,                 0.8377,                0.54207,                 1.2275,                0.67321,                 1.2882,             5.4941e-05,             5.4941e-05,             5.4941e-05
                    169,                 0.7571,                 0.4337,                 1.0458,                0.88041,                0.74152,                0.83571,                0.54241,                 1.2282,                0.67387,                 1.2884,             4.3294e-05,             4.3294e-05,             4.3294e-05
